"Date","Purchase_order_ID","Product_ID","Product_Name","Category1","Category2","Quantity","Unit_of_Measure","Unit_Price","Value","Supplier","Rabat","Type_order","Seasonality","Transport_Cost","Delivery_Expected","Delivery_Reality","Timeliness","Currency","Umowa_ramowa","Notes"
"6/27/2024","PO-000124","P-0179","Canon Printers 347","IT","Printers","100","szt.","1343.43","134343.0","EuroSupply S.r.l.","4.50%","produkcjne","Q2","3432.88","7/1/2024","7/1/2024","0","EUR","nie",""
"11/12/2024","PO-000125","P-0069","Makita Tools Model 462","Production","Tools","2","szt.","280.74","561.48","OfficeLine Ltd","4.59%","produkcjne","Q4","30-Jul","11/16/2024","11/16/2024","0","EUR","tak",""
"7/25/2024","PO-000126","P-0325","3M Safety glasses Model 497","BHP","Safety glasses","100","szt.","226.54","22654.0","PaperMax BV","2.60%","ofertowe","Q3","34.99","8/1/2024","8/1/2024","0","EUR","nie",""
"7/5/2024","PO-000127","P-0203","NTN Bearings 209","Automotive","Bearings","20","szt.","79.49","1589.8","ProMech Sp. z o.o.","1.66%","produkcjne","Q3","115.15","7/11/2024","7/11/2024","0","PLN","tak",""
"11/18/2023","PO-000128","P-0237","Nowy Styl Office chairs Model 858","Office","Office chairs","200","szt.","718.04","143608.0","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q4","4328.32","11/28/2023","11/28/2023","0","PLN","nie",""
"9/6/2024","PO-000129","P-0214","BIC Pens 568","Office","Pens","100","szt.","0.78","78.0","AutoServ SARL","2.27%","produkcjne","Q3","Jul-47","9/20/2024","9/20/2024","0","EUR","tak",""
"5/8/2025","PO-000130","P-0104","Brother Toner 350","Office","Toner","5","szt.","1062.12","5310.6","PaperMax GmbH","3.53%","produkcjne","Q2","159.81","5/17/2025","5/20/2025","3","EUR","tak",""
"7/13/2024","PO-000131","P-0306","Xerox Toner 349","Office","Toner","200","szt.","529.71","105942.0","TechParts Ltd","0.00%","katalogowe","Q3","2724.85","7/20/2024","7/18/2024","-2","EUR","nie",""
"10/5/2025","PO-000132","P-0001","HP Laptops Model 298","IT","Laptops","2","szt.","5090.74","10181.48","EuroSupply SARL","0.00%","ramowe","Q4","334.28","10/16/2025","10/16/2025","0","EUR","tak",""
"4/27/2025","PO-000133","P-0085","Canon Printers Model 247","IT","Printers","5","szt.","3399.86","16999.3","SafeGear Sp. z o.o.","1.38%","produkcjne","Q2","38.16","5/10/2025","5/15/2025","5","PLN","nie",""
"7/17/2025","PO-000134","P-0250","Nowy Styl Office chairs 162","Office","Office chairs","5","szt.","1059.35","5296.75","LogiTrans Sp. z o.o.","0.00%","ramowe","Q3","315.52","7/19/2025","7/26/2025","7","PLN","tak",""
"10/24/2024","PO-000135","P-0023","Mahle Filters 477","Automotive","Filters","200","szt.","135.46","27092.0","ProMech Sp. z o.o.","3.12%","produkcjne","Q4","643.38","11/2/2024","11/11/2024","9","PLN","tak",""
"9/19/2024","PO-000136","P-0061","SKF Bearings 305","Automotive","Bearings","50","szt.","251.37","12568.5","OfficeLine Sp. z o.o.","3.04%","produkcjne","Q3","381.47","9/21/2024","9/21/2024","0","PLN","tak",""
"9/26/2024","PO-000137","P-0189","Makita Tools Model 693","Production","Tools","5","szt.","599.11","2995.55","ProMech SARL","4.35%","produkcjne","Q3","102.88","9/29/2024","9/29/2024","0","EUR","nie",""
"12/3/2023","PO-000138","P-0246","Navigator Paper Model 853","Office","Paper","1","op.","39.94","39.94","LogiTrans Sp. z o.o.","0.00%","ramowe","Q4","Jan-54","12/9/2023","12/18/2023","9","PLN","tak",""
"1/28/2024","PO-000139","P-0289","Mahle Filters 723","Automotive","Filters","100","szt.","252.92","25292.0","IndustrialCo Sp. z o.o.","4.58%","produkcjne","Q1","240.46","2/5/2024","2/5/2024","0","PLN","tak",""
"10/20/2024","PO-000140","P-0112","Mahle Filters Model 774","Automotive","Filters","2","szt.","178.01","356.02","IndustrialCo Sp. z o.o.","0.00%","katalogowe","Q4","18-Jul","10/24/2024","10/24/2024","0","PLN","nie",""
"8/10/2025","PO-000141","P-0180","Xerox Paper Model 793","Office","Paper","1","op.","29-Jan","29-Jan","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q3","Feb-94","8/23/2025","8/23/2025","0","PLN","nie",""
"1/30/2025","PO-000142","P-0167","Profim Office chairs 367","Office","Office chairs","1","szt.","2476.87","2476.87","AutoServ Sp. z o.o.","4.59%","produkcjne","Q1","56.43","2/4/2025","2/8/2025","4","PLN","tak",""
"7/28/2024","PO-000143","P-0056","Xerox Toner Model 540","Office","Toner","2","szt.","220.74","441.48","LogiTrans Ltd","0.00%","ramowe","Q3","52.82","8/7/2024","8/5/2024","-2","EUR","tak",""
"12/26/2023","PO-000144","P-0022","Honeywell Gloves Model 259","BHP","Gloves","5","para","31.25","156.25","OfficeLine Ltd","0.00%","ramowe","Q4","Nov-53","1/3/2024","1/3/2024","0","EUR","nie",""
"8/9/2024","PO-000145","P-0017","Microsoft Software 999","IT","Software","10","licencja","5131.83","51318.3","IndustrialCo Ltd","0.00%","ofertowe","Q3","123.98","8/20/2024","8/20/2024","0","EUR","nie",""
"5/6/2025","PO-000146","P-0052","LG Monitors 200","IT","Monitors","2","szt.","3367.97","6735.94","OfficeLine Sp. z o.o.","0.00%","katalogowe","Q2","100.18","5/7/2025","5/7/2025","0","PLN","nie",""
"4/1/2024","PO-000147","P-0251","Honeywell Gloves Model 191","BHP","Gloves","50","para","62.78","3139.0","IndustrialCo Sp. z o.o.","4.57%","produkcjne","Q2","88.68","4/6/2024","4/6/2024","0","PLN","tak",""
"1/30/2024","PO-000148","P-0259","3M Safety glasses 288","BHP","Safety glasses","50","szt.","71.84","3592.0","PaperMax Sp. z o.o.","4.59%","produkcjne","Q1","35.64","2/6/2024","2/6/2024","0","PLN","tak",""
"5/25/2025","PO-000149","P-0337","Gates Engine parts Model 645","Automotive","Engine parts","5","szt.","2134.85","10674.25","ProMech Sp. z o.o.","2.73%","produkcjne","Q2","257.13","5/31/2025","5/31/2025","0","PLN","tak",""
"2/11/2025","PO-000150","P-0350","Pepperl+Fuchs Sensors 215","Production","Sensors","200","szt.","69.34","13868.0","LogiTrans BV","0.00%","awaryjne","Q1","195.56","2/14/2025","2/14/2025","0","EUR","nie","urgent"
"6/8/2025","PO-000151","P-0164","Bosch Filters Model 838","Automotive","Filters","100","szt.","85.26","8526.0","ProMech Sp. z o.o.","2.82%","produkcjne","Q2","499.67","6/19/2025","6/19/2025","0","PLN","tak",""
"8/18/2025","PO-000152","P-0142","Gates Engine parts Model 699","Automotive","Engine parts","100","szt.","981.67","98167.0","AutoServ SARL","0.00%","ofertowe","Q3","3692.83","9/4/2025","9/4/2025","0","EUR","nie",""
"6/8/2024","PO-000153","P-0136","Makita Tools Model 634","Production","Tools","2","szt.","525.03","1050.06","LogiTrans SARL","4.33%","produkcjne","Q2","31.58","6/11/2024","6/10/2024","-1","EUR","tak",""
"2/7/2024","PO-000154","P-0008","SKF Bearings Model 874","Automotive","Bearings","1","szt.","233.48","233.48","IndustrialCo Ltd","3.53%","produkcjne","Q1","24.88","2/18/2024","2/18/2024","0","EUR","tak",""
"5/8/2024","PO-000155","P-0084","HP Laptops 171","IT","Laptops","50","szt.","2909.6","145480.0","SafeGear S.r.l.","2.03%","produkcjne","Q2","3844.89","5/20/2024","5/20/2024","0","EUR","tak",""
"1/5/2024","PO-000156","P-0308","IKEA Office chairs 279","Office","Office chairs","20","szt.","1024.72","20494.4","ITDistrib Sp. z o.o.","2.07%","produkcjne","Q1","617.78","1/14/2024","1/17/2024","3","PLN","tak",""
"6/18/2025","PO-000157","P-0153","Makita Tools Model 626","Production","Tools","200","szt.","363.07","72614.0","LogiTrans SARL","0.00%","ramowe","Q2","2396.74","6/19/2025","6/19/2025","0","EUR","tak",""
"7/11/2025","PO-000158","P-0174","Makita Tools Model 673","Production","Tools","1","szt.","1093.22","1093.22","PaperMax Sp. z o.o.","0.00%","ramowe","Q3","Jul-86","7/20/2025","7/20/2025","0","PLN","tak",""
"9/13/2025","PO-000159","P-0037","Mann Filters 571","Automotive","Filters","10","szt.","161.71","1617.1","ProMech Sp. z o.o.","0.00%","ramowe","Q3","21.58","9/21/2025","9/21/2025","0","PLN","tak",""
"4/16/2024","PO-000160","P-0071","Samsung Monitors Model 493","IT","Monitors","20","szt.","488.25","9765.0","TechParts Sp. z o.o.","4.43%","produkcjne","Q2","411.21","4/20/2024","4/20/2024","0","PLN","nie",""
"7/15/2024","PO-000161","P-0336","REX Screws 294","Production","Screws","1","szt.","0.22","0.22","PaperMax Sp. z o.o.","2.90%","produkcjne","Q3","0.02","7/22/2024","7/22/2024","0","PLN","tak",""
"4/3/2024","PO-000162","P-0016","DeWalt Tools 515","Production","Tools","50","szt.","141.06","7053.0","PaperMax SARL","0.00%","ramowe","Q2","37.87","4/10/2024","4/19/2024","9","EUR","tak",""
"5/8/2025","PO-000163","P-0284","Makita Tools 223","Production","Tools","200","szt.","115.11","23022.0","TechParts Ltd","4.60%","produkcjne","Q2","897.6","5/12/2025","5/12/2025","0","EUR","tak",""
"4/9/2024","PO-000164","P-0241","FAG Bearings 183","Automotive","Bearings","20","szt.","238.41","4768.2","LogiTrans Sp. z o.o.","0.00%","awaryjne","Q2","116.92","4/10/2024","4/18/2024","8","PLN","nie",""
"9/6/2025","PO-000165","P-0014","Milwaukee Tools 443","Production","Tools","2","szt.","500.02","1000.04","EuroSupply Sp. z o.o.","2.12%","ramowe","Q3","67.14","9/15/2025","9/15/2025","0","PLN","tak",""
"4/29/2024","PO-000166","P-0302","Mahle Filters Model 686","Automotive","Filters","1","szt.","45.88","45.88","AutoServ SARL","2.88%","produkcjne","Q2","1-Nov","5/17/2024","5/17/2024","0","EUR","tak",""
"2/11/2024","PO-000167","P-0101","Lenovo Laptops Model 847","IT","Laptops","5","szt.","9377.13","46885.65","TechParts Sp. z o.o.","3.53%","produkcjne","Q1","211.29","2/15/2024","2/15/2024","0","PLN","tak",""
"7/19/2024","PO-000168","P-0195","Uvex Safety glasses 971","BHP","Safety glasses","10","szt.","55.78","557.8","ProMech Sp. z o.o.","2.28%","produkcjne","Q3","18.47","7/29/2024","7/29/2024","0","PLN","tak",""
"12/29/2023","PO-000169","P-0347","Pepperl+Fuchs Sensors Model 474","Production","Sensors","20","szt.","399.36","7987.2","EuroSupply Sp. z o.o.","4.58%","produkcjne","Q4","58.4","1/9/2024","1/8/2024","-1","PLN","tak",""
"5/20/2024","PO-000170","P-0222","Wurth Screws Model 983","Production","Screws","50","szt.","0.62","31.0","TechParts Sp. z o.o.","4.59%","produkcjne","Q2","0.76","5/24/2024","5/24/2024","0","PLN","nie",""
"12/5/2024","PO-000171","P-0277","3M Safety glasses Model 328","BHP","Safety glasses","100","szt.","105.55","10555.0","AutoServ Sp. z o.o.","3.65%","produkcjne","Q4","354.19","12/10/2024","12/10/2024","0","PLN","tak",""
"3/25/2024","PO-000172","P-0195","Uvex Safety glasses 971","BHP","Safety glasses","2","szt.","59.48","118.96","ProMech Sp. z o.o.","2.33%","produkcjne","Q1","Apr-61","4/1/2024","4/5/2024","4","PLN","tak",""
"2/27/2025","PO-000173","P-0269","ABB Motors 671","Production","Motors","100","szt.","6378.68","637868.0","TechParts Sp. z o.o.","4.21%","produkcjne","Q1","6000.0","3/1/2025","3/1/2025","0","PLN","tak",""
"5/11/2025","PO-000174","P-0056","Xerox Toner Model 540","Office","Toner","200","szt.","262.58","52516.0","AutoServ Sp. z o.o.","0.00%","ofertowe","Q2","1222.73","5/17/2025","5/17/2025","0","PLN","nie",""
"12/12/2023","PO-000175","P-0139","Wurth Screws Model 872","Production","Screws","1","szt.","0.54","0.54","TechParts Ltd","2.79%","awaryjne","Q4","0.05","12/14/2023","12/14/2023","0","EUR","nie","urgent"
"7/26/2024","PO-000176","P-0236","Brother Printers Model 421","IT","Printers","10","szt.","4856.69","48566.9","ITDistrib SARL","4.52%","produkcjne","Q3","1489.09","8/1/2024","8/6/2024","5","EUR","tak",""
"11/22/2024","PO-000177","P-0329","Dell Laptops 765","IT","Laptops","100","szt.","3521.22","352122.0","TechParts Sp. z o.o.","3.08%","produkcjne","Q4","6000.0","11/26/2024","11/26/2024","0","PLN","tak",""
"1/18/2024","PO-000178","P-0284","Makita Tools 223","Production","Tools","5","szt.","108.62","543.1","TechParts Ltd","3.00%","produkcjne","Q1","Sep-84","1/26/2024","2/1/2024","6","EUR","tak",""
"1/30/2025","PO-000179","P-0082","Makita Tools 948","Production","Tools","5","szt.","1017.79","5088.95","ITDistrib GmbH","0.00%","ramowe","Q1","290.32","2/4/2025","2/4/2025","0","EUR","tak",""
"10/20/2024","PO-000180","P-0222","Wurth Screws Model 983","Production","Screws","100","szt.","0.57","57.0","TechParts Sp. z o.o.","2.39%","produkcjne","Q4","Mar-73","10/21/2024","10/21/2024","0","PLN","tak",""
"10/6/2024","PO-000181","P-0102","Bosch Engine parts 699","Automotive","Engine parts","2","szt.","2096.86","4193.72","EuroSupply SARL","0.00%","katalogowe","Q4","41.96","10/12/2024","10/13/2024","1","EUR","nie",""
"7/3/2025","PO-000182","P-0259","3M Safety glasses 288","BHP","Safety glasses","20","szt.","74.43","1488.6","PaperMax Sp. z o.o.","1.18%","produkcjne","Q3","39.23","7/11/2025","7/11/2025","0","PLN","tak",""
"11/12/2024","PO-000183","P-0265","REX Screws 462","Production","Screws","10","szt.","Jan-55","15-May","EuroSupply Sp. z o.o.","2.03%","produkcjne","Q4","0.36","11/25/2024","12/5/2024","10","PLN","nie",""
"5/6/2024","PO-000184","P-0092","Canon Printers 771","IT","Printers","2","szt.","3850.0","7700.0","EuroSupply SARL","4.63%","produkcjne","Q2","377.48","5/12/2024","5/10/2024","-2","EUR","tak",""
"2/8/2025","PO-000185","P-0054","SKF Bearings Model 107","Automotive","Bearings","50","szt.","303.08","15154.0","TechParts Sp. z o.o.","4.58%","produkcjne","Q1","44.49","2/12/2025","2/14/2025","2","PLN","tak",""
"6/17/2025","PO-000186","P-0164","Bosch Filters Model 838","Automotive","Filters","20","szt.","75.7","1514.0","ProMech Sp. z o.o.","1.88%","produkcjne","Q2","95.08","6/26/2025","6/26/2025","0","PLN","nie",""
"2/8/2024","PO-000187","P-0256","Gates Engine parts 932","Automotive","Engine parts","1","szt.","212.02","212.02","IndustrialCo BV","2.50%","produkcjne","Q1","19-Jan","2/10/2024","2/9/2024","-1","EUR","tak",""
"6/29/2025","PO-000188","P-0206","Uvex Safety glasses 886","BHP","Safety glasses","50","szt.","29.49","1474.5","IndustrialCo Sp. z o.o.","0.00%","katalogowe","Q2","98.06","7/5/2025","7/5/2025","0","PLN","nie",""
"3/31/2024","PO-000189","P-0191","HP Toner 902","Office","Toner","2","szt.","578.5","1157.0","TechParts Sp. z o.o.","4.25%","produkcjne","Q1","73.4","4/3/2024","4/3/2024","0","PLN","tak",""
"12/4/2024","PO-000190","P-0348","Helly Hansen Workwear Model 871","BHP","Workwear","200","szt.","388.62","77724.0","EuroSupply S.r.l.","0.00%","awaryjne","Q4","3046.06","12/12/2024","12/12/2024","0","EUR","nie",""
"3/22/2025","PO-000191","P-0190","REX Screws 598","Production","Screws","20","szt.","0.76","15-Feb","OfficeLine BV","0.00%","katalogowe","Q1","0.3","4/4/2025","4/4/2025","0","EUR","nie",""
"4/5/2025","PO-000192","P-0276","HP Toner 941","Office","Toner","1","szt.","955.88","955.88","TechParts Ltd","0.00%","ramowe","Q2","50.33","4/12/2025","4/12/2025","0","EUR","tak",""
"8/8/2024","PO-000193","P-0240","Uvex Safety glasses Model 206","BHP","Safety glasses","50","szt.","165.93","8296.5","OfficeLine Sp. z o.o.","0.00%","katalogowe","Q3","456.16","8/12/2024","8/12/2024","0","PLN","nie",""
"9/20/2025","PO-000194","P-0341","Profim Office chairs Model 501","Office","Office chairs","200","szt.","2346.13","469226.0","ITDistrib Sp. z o.o.","2.98%","produkcjne","Q3","6000.0","9/30/2025","9/30/2025","0","PLN","tak",""
"9/28/2025","PO-000195","P-0222","Wurth Screws Model 983","Production","Screws","100","szt.","0.58","58.0","TechParts Sp. z o.o.","0.00%","ramowe","Q3","May-86","10/1/2025","10/1/2025","0","PLN","nie",""
"3/8/2024","PO-000196","P-0300","ABB Motors Model 154","Production","Motors","200","szt.","5131.11","1026222.0","ITDistrib GmbH","0.00%","ramowe","Q1","6000.0","3/12/2024","3/12/2024","0","EUR","tak",""
"7/17/2025","PO-000197","P-0187","Ansell Gloves Model 531","BHP","Gloves","5","para","56.39","281.95","OfficeLine Sp. z o.o.","4.57%","produkcjne","Q3","20.56","7/19/2025","7/19/2025","0","PLN","tak",""
"7/1/2024","PO-000198","P-0066","Xerox Paper Model 244","Office","Paper","50","op.","67.63","3381.5","AutoServ Sp. z o.o.","4.57%","produkcjne","Q3","184.17","7/10/2024","7/10/2024","0","PLN","tak",""
"5/17/2025","PO-000199","P-0259","3M Safety glasses 288","BHP","Safety glasses","1","szt.","73.03","73.03","PaperMax Sp. z o.o.","0.00%","ramowe","Q2","1-Aug","5/27/2025","5/27/2025","0","PLN","tak",""
"3/8/2024","PO-000200","P-0106","Milwaukee Tools 577","Production","Tools","2","szt.","1005.24","2010.48","LogiTrans BV","0.00%","ramowe","Q1","92.26","3/10/2024","3/10/2024","0","EUR","nie",""
"1/7/2024","PO-000201","P-0296","Profim Office chairs Model 562","Office","Office chairs","5","szt.","2287.86","11439.3","LogiTrans Sp. z o.o.","4.18%","produkcjne","Q1","241.21","1/11/2024","1/10/2024","-1","PLN","tak",""
"7/9/2025","PO-000202","P-0288","Portwest Workwear 617","BHP","Workwear","1","szt.","622.11","622.11","IndustrialCo Sp. z o.o.","0.00%","katalogowe","Q3","45.86","7/17/2025","7/17/2025","0","PLN","nie",""
"10/5/2025","PO-000203","P-0052","LG Monitors 200","IT","Monitors","10","szt.","3023.59","30235.9","AutoServ BV","0.00%","katalogowe","Q4","1136.09","10/15/2025","10/15/2025","0","EUR","nie",""
"9/20/2024","PO-000204","P-0202","Nowy Styl Office chairs 612","Office","Office chairs","50","szt.","887.68","44384.0","OfficeLine BV","1.88%","ramowe","Q3","642.47","10/1/2024","9/28/2024","-3","EUR","tak",""
"8/18/2025","PO-000205","P-0264","Petzl Helmets Model 570","BHP","Helmets","5","szt.","409.6","2048.0","OfficeLine S.r.l.","4.59%","produkcjne","Q3","91.93","8/27/2025","8/27/2025","0","EUR","tak",""
"1/16/2025","PO-000206","P-0235","Brother Printers 970","IT","Printers","200","szt.","1492.14","298428.0","SafeGear Sp. z o.o.","4.59%","produkcjne","Q1","6000.0","1/31/2025","1/31/2025","0","PLN","nie",""
"11/11/2023","PO-000207","P-0183","Papyrus Paper Model 764","Office","Paper","5","op.","70.7","353.5","LogiTrans Sp. z o.o.","0.00%","produkcjne","Q4","17-Jul","11/12/2023","11/12/2023","0","PLN","tak",""
"4/30/2025","PO-000208","P-0273","Castrol Oils 122L","Automotive","Oils","5","L","36.52","182.6","IndustrialCo Ltd","2.47%","produkcjne","Q2","13.65","5/9/2025","5/7/2025","-2","EUR","nie",""
"9/15/2024","PO-000209","P-0315","Nowy Styl Office chairs Model 266","Office","Office chairs","20","szt.","865.92","17318.4","OfficeLine BV","0.00%","katalogowe","Q3","430.85","9/27/2024","9/26/2024","-1","EUR","nie",""
"4/6/2025","PO-000210","P-0030","Xerox Paper 153 op.","Office","Paper","100","op.","50.89","5089.0","TechParts Ltd","4.58%","produkcjne","Q2","64.55","4/15/2025","4/15/2025","0","EUR","tak",""
"4/19/2024","PO-000211","P-0015","BIC Pens 103","Office","Pens","20","szt.","Jan-13","22-Jun","TechParts Sp. z o.o.","1.63%","produkcjne","Q2","Jan-62","4/27/2024","4/27/2024","0","PLN","nie",""
"7/15/2024","PO-000212","P-0172","HP Toner 159","Office","Toner","2","szt.","1002.2","2004.4","LogiTrans S.r.l.","3.45%","produkcjne","Q3","96.39","7/22/2024","7/22/2024","0","EUR","nie",""
"10/11/2024","PO-000213","P-0335","Helly Hansen Workwear Model 939","BHP","Workwear","100","szt.","169.53","16953.0","IndustrialCo BV","4.72%","ramowe","Q4","676.52","10/14/2024","10/14/2024","0","EUR","nie",""
"11/7/2024","PO-000214","P-0003","Papyrus Paper Model 522","Office","Paper","20","op.","56.74","1134.8","AutoServ SARL","4.16%","produkcjne","Q4","82.42","11/25/2024","11/25/2024","0","EUR","tak",""
"7/17/2025","PO-000215","P-0044","NTN Bearings 355","Automotive","Bearings","1","szt.","166.45","166.45","PaperMax Sp. z o.o.","3.52%","produkcjne","Q3","Jan-84","7/26/2025","7/26/2025","0","PLN","tak",""
"8/18/2025","PO-000216","P-0333","Siemens Sensors 799","Production","Sensors","200","szt.","518.03","103606.0","ITDistrib BV","2.38%","produkcjne","Q3","3224.45","8/23/2025","8/22/2025","-1","EUR","tak",""
"3/22/2024","PO-000217","P-0066","Xerox Paper Model 244","Office","Paper","5","op.","64.06","320.3","AutoServ Sp. z o.o.","4.21%","produkcjne","Q1","Oct-94","3/27/2024","3/27/2024","0","PLN","tak",""
"1/17/2025","PO-000218","P-0315","Nowy Styl Office chairs Model 266","Office","Office chairs","100","szt.","801.22","80122.0","TechParts Ltd","3.65%","produkcjne","Q1","2950.88","1/23/2025","1/23/2025","0","EUR","tak",""
"6/25/2025","PO-000219","P-0251","Honeywell Gloves Model 191","BHP","Gloves","50","para","64.99","3249.5","PaperMax Sp. z o.o.","3.56%","produkcjne","Q2","133.27","7/5/2025","7/5/2025","0","PLN","nie",""
